@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
3034,'2023/12/10 22:52:32:443',22,-0.013624,-0.001167,-0.009214,-0.020696,-0.024252,-0.013417,0.173716,0.026957,-0.323651,4
3035,'2023/12/10 22:52:32:476',22,-0.008289,0.001161,-0.007316,-0.012575,-0.002505,-0.006873,0.173446,0.026776,-0.323782,4
3036,'2023/12/10 22:52:32:491',22,-0.011131,0.005894,-0.007786,0.005466,0.002049,-0.028415,0.173418,0.026841,-0.324093,4
3037,'2023/12/10 22:52:32:506',22,-0.012975,-0.001673,0.008226,-0.001724,0.015827,-0.039326,0.173435,0.027103,-0.324631,4
3038,'2023/12/10 22:52:32:522',22,-0.002606,-0.004265,0.011319,-0.001841,0.040795,-0.017134,0.173391,0.027544,-0.325056,4
3039,'2023/12/10 22:52:32:553',22,0.008918,-0.004711,-0.000429,0.005722,0.057193,0.011265,0.173496,0.028516,-0.32508,4
3040,'2023/12/10 22:52:32:553',22,0.01029,-0.003629,0.004471,-0.00024,0.038696,0.021901,0.173556,0.029138,-0.324815,4
3041,'2023/12/10 22:52:32:571',22,0.009644,-0.003109,0.006515,-0.018897,0.003584,0.014556,0.173434,0.029375,-0.324517,4
3042,'2023/12/10 22:52:32:585',22,-0.005827,0.001376,0.015961,-0.048453,-0.067468,-0.023037,0.172674,0.02858,-0.324588,4
3043,'2023/12/10 22:52:32:600',22,-0.002507,-0.000108,-0.023639,-0.024277,-0.067548,-0.030732,0.172142,0.027592,-0.325021,4
3044,'2023/12/10 22:52:32:616',22,0.001193,-0.000307,-0.030696,0.007295,-0.04342,-0.020343,0.172034,0.026856,-0.325421,4
3045,'2023/12/10 22:52:32:632',22,0.0029,-0.003319,-0.024339,0.032668,-0.006029,-0.01262,0.172477,0.026503,-0.325726,4
3046,'2023/12/10 22:52:32:647',22,-0.006018,-0.007305,-0.004524,0.022662,0.00006,-0.018882,0.172954,0.026558,-0.325962,4
3047,'2023/12/10 22:52:32:676',22,-0.008212,-0.008767,0.008431,0.00038,-0.001499,-0.023051,0.173127,0.026571,-0.326268,4
3048,'2023/12/10 22:52:32:695',22,-0.004729,-0.007126,0.01311,-0.017916,0.003952,-0.026316,0.172872,0.026676,-0.32677,4
3049,'2023/12/10 22:52:32:711',22,0.003958,-0.000823,-0.001035,-0.013738,0.000848,-0.019072,0.172594,0.026778,-0.327129,4
3050,'2023/12/10 22:52:32:712',22,0.008492,-0.000592,-0.00873,0.005301,0.004503,-0.005035,0.172519,0.026837,-0.327327,4
3051,'2023/12/10 22:52:32:743',22,0.010207,0.003258,-0.015119,0.031302,-0.004435,0.009473,0.172942,0.026818,-0.327262,4
3052,'2023/12/10 22:52:32:758',22,0.004315,0.000438,-0.004294,0.040048,-0.009896,0.010825,0.173549,0.026667,-0.327101,4
3053,'2023/12/10 22:52:32:776',22,-0.005318,-0.005736,0.023564,-0.003892,-0.014847,0.010107,0.173973,0.02638,-0.326867,4
3054,'2023/12/10 22:52:32:790',22,-0.008194,-0.00452,0.02508,-0.016993,-0.010318,0.010534,0.173798,0.026153,-0.326733,4
3055,'2023/12/10 22:52:32:806',22,-0.00306,-0.000427,0.00328,-0.008744,0.016342,0.016647,0.173585,0.026192,-0.326527,4
3056,'2023/12/10 22:52:32:822',22,-0.009298,0.005406,0.004034,-0.013591,0.001849,0.001985,0.173418,0.026483,-0.326276,4
3057,'2023/12/10 22:52:32:982',22,-0.017492,0.006944,0.002087,-0.010588,-0.003865,-0.022179,0.173214,0.026435,-0.326444,4
3058,'2023/12/10 22:52:32:982',22,-0.004466,0.006242,-0.013137,0.000543,0.000536,-0.011907,0.173183,0.026456,-0.326728,4
3059,'2023/12/10 22:52:32:982',22,-0.005266,0.004678,-0.00025,-0.010788,-0.024337,-0.02485,0.173159,0.026276,-0.327,4
3060,'2023/12/10 22:52:32:982',22,-0.014808,0.002399,0.000407,-0.019198,-0.02262,-0.038452,0.172937,0.025971,-0.327492,4
3061,'2023/12/10 22:52:32:982',22,-0.000882,0.000251,-0.012893,0.000689,-0.007502,-0.02388,0.172755,0.025774,-0.32798,4
3062,'2023/12/10 22:52:32:982',22,0.00269,-0.002689,-0.010607,0.022977,0.034387,-0.006868,0.172993,0.026084,-0.328237,4
3063,'2023/12/10 22:52:32:982',22,-0.000174,-0.004383,0.000729,0.004199,0.020405,-0.014766,0.173194,0.026544,-0.328396,4
3064,'2023/12/10 22:52:32:982',22,0.001036,-0.005723,0.005267,-0.005142,-0.004905,-0.016699,0.173134,0.02671,-0.328666,4
3065,'2023/12/10 22:52:32:982',22,0.008077,-0.004141,-0.005707,0.004353,-0.018097,-0.011101,0.173099,0.026487,-0.328972,4
3066,'2023/12/10 22:52:33:012',22,0.005421,-0.004936,-0.002797,0.007291,-0.014732,-0.014019,0.173159,0.02624,-0.329173,4
3067,'2023/12/10 22:52:33:012',22,-0.002776,-0.009973,0.003597,-0.001602,0.026691,-0.003629,0.173219,0.026413,-0.329408,4
3068,'2023/12/10 22:52:33:012',22,0.007781,-0.001844,0.006497,-0.011748,0.006553,-0.002884,0.173169,0.026725,-0.329427,4
3069,'2023/12/10 22:52:33:028',22,-0.001014,0.006238,0.006451,-0.011817,-0.020875,-0.025759,0.173008,0.026622,-0.32966,4
3070,'2023/12/10 22:52:33:043',22,0.004685,0.004436,-0.010068,0.009179,-0.037671,-0.012433,0.17296,0.026103,-0.330101,4
3071,'2023/12/10 22:52:33:077',22,0.009224,0.002437,0.00223,0.015553,-0.021571,0.006425,0.173208,0.025647,-0.330125,4
3072,'2023/12/10 22:52:33:092',22,-0.003786,-0.00412,0.014231,-0.01079,0.001977,0.005653,0.173275,0.025487,-0.330019,4
3073,'2023/12/10 22:52:33:107',22,-0.00679,-0.004419,0.018019,-0.037549,0.02424,0.005346,0.17277,0.025777,-0.329892,4
3074,'2023/12/10 22:52:33:122',22,-0.004344,0.008862,-0.007017,-0.023132,0.022007,-0.003986,0.172249,0.026127,-0.329861,4
3075,'2023/12/10 22:52:33:154',22,-0.002046,0.010901,-0.020953,0.008046,0.024768,-0.008397,0.172135,0.026489,-0.329964,4
3076,'2023/12/10 22:52:33:154',22,0.003232,0.005081,-0.01695,0.002825,0.005502,-0.010055,0.172298,0.026971,-0.330075,4
3077,'2023/12/10 22:52:33:176',22,-0.010711,-0.000136,-0.000498,-0.019787,-0.019479,-0.030388,0.172208,0.026875,-0.330361,4
3078,'2023/12/10 22:52:33:185',22,-0.011042,-0.000864,-0.00945,-0.009355,-0.021761,-0.035164,0.171949,0.026605,-0.330882,4
3079,'2023/12/10 22:52:33:202',22,0.009234,0.005094,-0.022613,0.029528,-0.009529,-0.01423,0.172142,0.02633,-0.331365,4
3080,'2023/12/10 22:52:33:233',22,0.002699,-0.000481,-0.002245,0.04218,0.000856,-0.007359,0.1726,0.026305,-0.331529,4
3081,'2023/12/10 22:52:33:233',22,0.004453,-0.003406,0.011717,0.020253,0.002924,0.001062,0.173039,0.026355,-0.33159,4
3082,'2023/12/10 22:52:33:249',22,0.003884,-0.00909,0.025035,-0.006624,-0.007375,0.011971,0.173155,0.026282,-0.331425,4
3083,'2023/12/10 22:52:33:264',22,-0.005411,-0.002834,0.013037,-0.017612,-0.006992,0.002516,0.172939,0.026128,-0.331304,4
3084,'2023/12/10 22:52:33:282',22,-0.004868,0.001664,0.000669,-0.014872,-0.003317,0.000861,0.172563,0.026009,-0.331295,4
3085,'2023/12/10 22:52:33:297',22,-0.001197,0.001327,-0.005536,0.000557,0.005607,0.014007,0.172438,0.026046,-0.331206,4
3086,'2023/12/10 22:52:33:312',22,0.008492,0.000529,-0.01138,0.002303,-0.001225,0.029527,0.172511,0.026124,-0.330868,4
3087,'2023/12/10 22:52:33:328',22,-0.008674,0.003181,-0.004631,-0.018587,-0.031615,0.012696,0.172369,0.025705,-0.330419,4
3088,'2023/12/10 22:52:33:344',22,-0.006464,0.003391,-0.010216,-0.017422,-0.040299,0.006983,0.172101,0.025102,-0.330272,4
3089,'2023/12/10 22:52:33:375',22,0.001557,0.012348,-0.017527,0.003359,-0.036967,0.008,0.172024,0.024472,-0.330224,4
3090,'2023/12/10 22:52:33:393',22,-0.002719,0.006223,-0.008546,0.023464,-0.009752,0.008647,0.172296,0.02409,-0.330022,4
3091,'2023/12/10 22:52:33:408',22,-0.001068,0.008197,0.005643,0.012888,-0.011915,0.00054,0.172596,0.023933,-0.329951,4
3092,'2023/12/10 22:52:33:423',22,-0.009208,-0.001099,0.021453,-0.009477,-0.01217,-0.019981,0.172609,0.023754,-0.330072,4
3093,'2023/12/10 22:52:33:439',22,-0.001492,-0.001407,0.009519,-0.015163,0.029342,-0.015549,0.172234,0.023959,-0.330407,4
3094,'2023/12/10 22:52:33:477',22,0.004225,0.00039,0.000238,-0.000054,0.050022,-0.000231,0.172075,0.024614,-0.330525,4
3095,'2023/12/10 22:52:33:477',22,0.010735,0.004035,-0.002991,0.009291,0.040387,0.009642,0.17212,0.025286,-0.330428,4
3096,'2023/12/10 22:52:33:488',22,0.008143,0.001677,0.010302,-0.009011,-0.006542,0.010593,0.172143,0.025625,-0.330214,4
3097,'2023/12/10 22:52:33:501',22,0.010011,0.001043,0.006875,-0.017447,-0.02404,0.014985,0.171979,0.025308,-0.330013,4
3098,'2023/12/10 22:52:33:517',22,-0.000655,-0.000617,-0.006743,-0.011851,-0.005675,0.010577,0.17172,0.024904,-0.329739,4
3099,'2023/12/10 22:52:33:534',22,-0.002721,-0.00379,-0.012011,0.000306,0.030574,0.015887,0.171627,0.025095,-0.329549,4
3100,'2023/12/10 22:52:33:548',22,-0.002752,-0.002326,-0.01479,0.027345,0.053143,0.019312,0.171812,0.025717,-0.329298,4
3101,'2023/12/10 22:52:33:565',22,0.003749,0.001519,-0.015072,0.045403,0.045155,0.018514,0.172602,0.02668,-0.328917,4
3102,'2023/12/10 22:52:33:580',22,-0.000577,-0.006912,0.008594,0.034017,0.03375,0.020179,0.173228,0.027249,-0.328659,4
3103,'2023/12/10 22:52:33:597',22,0.005371,-0.010876,0.011887,0.028771,0.033544,0.03776,0.173712,0.027657,-0.328253,4
3104,'2023/12/10 22:52:33:628',22,0.003071,-0.009908,0.010427,0.01998,0.062906,0.05476,0.174261,0.02843,-0.327329,4
3105,'2023/12/10 22:52:33:628',22,-0.002898,-0.016179,0.015651,0.00567,0.068638,0.057773,0.174448,0.029271,-0.326449,4
3106,'2023/12/10 22:52:33:659',22,-0.012139,-0.012564,0.018119,-0.019661,0.066671,0.042633,0.174322,0.030148,-0.325654,4
3107,'2023/12/10 22:52:33:691',22,-0.026561,-0.014312,0.013499,-0.054089,0.025259,0.011932,0.173631,0.030968,-0.325081,4
3108,'2023/12/10 22:52:33:691',22,-0.024533,-0.007064,-0.003415,-0.050388,0.018404,0.006737,0.172904,0.031307,-0.32497,4
3109,'2023/12/10 22:52:33:708',22,-0.006321,-0.000362,-0.028527,-0.016246,-0.014341,0.028924,0.172442,0.031265,-0.324666,4
3110,'2023/12/10 22:52:33:724',22,-0.011423,0.006978,-0.034454,-0.005515,-0.043478,0.021749,0.172428,0.030573,-0.324047,4
3111,'2023/12/10 22:52:33:742',22,-0.035256,0.004855,-0.015262,-0.01532,-0.055315,0.003906,0.172333,0.029704,-0.32386,4
3112,'2023/12/10 22:52:33:755',22,-0.031542,0.007852,-0.023142,0.014634,-0.054582,-0.003312,0.172339,0.028829,-0.323833,4
3113,'2023/12/10 22:52:33:770',22,-0.044594,0.01336,-0.020043,0.02768,-0.084147,-0.049362,0.172896,0.027506,-0.32425,4
3114,'2023/12/10 22:52:33:786',22,-0.093654,0.002843,0.026158,-0.013389,-0.086025,-0.121316,0.172908,0.026408,-0.325529,4
3115,'2023/12/10 22:52:33:802',22,-0.097677,0.005778,0.017887,-0.035738,-0.048924,-0.200189,0.172247,0.025486,-0.3288,4
3116,'2023/12/10 22:52:33:823',22,-0.101578,0.010631,0.004542,-0.014784,0.005156,-0.243133,0.171722,0.025757,-0.332156,4
3117,'2023/12/10 22:52:33:833',22,-0.083425,0.016542,-0.029191,0.029788,0.038119,-0.26025,0.171728,0.026754,-0.335992,4
3118,'2023/12/10 22:52:33:852',22,-0.09662,0.021068,-0.004206,0.031255,0.008506,-0.315699,0.172341,0.028286,-0.341763,4
3119,'2023/12/10 22:52:33:867',22,-0.100583,0.020105,0.013456,-0.002937,-0.059501,-0.362387,0.172401,0.028701,-0.34691,4
3120,'2023/12/10 22:52:33:960',22,-0.078529,0.029925,-0.002608,-0.004474,-0.124045,-0.38647,0.172146,0.027982,-0.352546,4
3121,'2023/12/10 22:52:33:960',22,-0.083126,0.031771,-0.008548,-0.008466,-0.175089,-0.424822,0.171774,0.025923,-0.36065,4
3122,'2023/12/10 22:52:33:960',22,-0.085011,0.03021,-0.003333,-0.008949,-0.190443,-0.463758,0.171491,0.024335,-0.367355,4
3123,'2023/12/10 22:52:33:960',22,-0.085644,0.029523,0.001544,-0.006473,-0.178616,-0.506837,0.171197,0.022808,-0.374693,4
3124,'2023/12/10 22:52:33:960',22,-0.07217,0.030256,-0.001068,-0.005886,-0.130159,-0.56409,0.170826,0.021629,-0.385529,4
3125,'2023/12/10 22:52:33:960',22,-0.060021,0.029233,-0.000799,-0.007473,-0.10899,-0.593171,0.170531,0.021377,-0.39428,4
3126,'2023/12/10 22:52:33:992',22,-0.044238,0.028494,-0.002237,-0.007727,-0.112315,-0.624785,0.170199,0.021309,-0.403495,4
3127,'2023/12/10 22:52:34:007',22,-0.029441,0.024596,-0.002101,-0.004797,-0.120954,-0.65625,0.169774,0.021187,-0.416397,4
3128,'2023/12/10 22:52:34:023',22,-0.021231,0.022566,0.001806,-0.001604,-0.118532,-0.674273,0.16951,0.021061,-0.426473,4
3129,'2023/12/10 22:52:34:039',22,-0.009799,0.017342,0.00421,0.018836,-0.059379,-0.696239,0.169318,0.021476,-0.44034,4
3130,'2023/12/10 22:52:34:054',22,0.021865,0.009747,-0.001881,0.03793,0.002874,-0.696243,0.169524,0.022822,-0.45087,4
3131,'2023/12/10 22:52:34:078',22,0.031437,0.007954,0.007434,0.042051,0.058542,-0.707826,0.169887,0.02511,-0.461491,4
3132,'2023/12/10 22:52:34:087',22,0.058516,0.005102,0.007684,0.056438,0.123206,-0.700109,0.170261,0.028277,-0.472207,4
3133,'2023/12/10 22:52:34:103',22,0.098952,0.000547,-0.013385,0.101246,0.183679,-0.641078,0.171414,0.03372,-0.485765,4
3134,'2023/12/10 22:52:34:133',22,0.10545,-0.003164,-0.00491,0.094728,0.179778,-0.586622,0.172604,0.038146,-0.495107,4
3135,'2023/12/10 22:52:34:133',22,0.142753,-0.018559,0.028007,0.012078,0.075096,-0.508939,0.173301,0.042698,-0.506244,4
3136,'2023/12/10 22:52:34:149',22,0.163582,-0.028226,0.029979,-0.052475,0.012115,-0.445231,0.172643,0.044554,-0.51348,4
3137,'2023/12/10 22:52:34:166',22,0.180344,-0.032087,0.014163,-0.073581,-0.018722,-0.342024,0.171372,0.045496,-0.519433,4
3138,'2023/12/10 22:52:34:183',22,0.213047,-0.02425,-0.035401,-0.023969,-0.000689,-0.159139,0.170081,0.046041,-0.524468,4
3139,'2023/12/10 22:52:34:198',22,0.208289,-0.026988,-0.048322,0.010082,0.025987,-0.027196,0.169935,0.046502,-0.52584,4
3140,'2023/12/10 22:52:34:212',22,0.198728,-0.026062,-0.033908,0.02439,0.035294,0.086422,0.170224,0.046886,-0.525412,4
3141,'2023/12/10 22:52:34:228',22,0.176608,-0.016471,-0.016591,0.027249,0.020507,0.2254,0.17093,0.046978,-0.52225,4
3142,'2023/12/10 22:52:34:244',22,0.12732,-0.005682,0.005978,0.004085,-0.008758,0.273938,0.171349,0.046396,-0.518453,4
3143,'2023/12/10 22:52:34:275',22,0.10487,-0.00177,0.012479,-0.025684,-0.043459,0.290109,0.171369,0.045299,-0.514181,4
3144,'2023/12/10 22:52:34:291',22,0.082248,0.014423,0.018643,-0.084272,-0.067498,0.301008,0.170491,0.043115,-0.508143,4
3145,'2023/12/10 22:52:34:307',22,0.070336,0.027274,0.002396,-0.092329,-0.045847,0.309949,0.169332,0.041506,-0.503495,4
3146,'2023/12/10 22:52:34:323',22,0.075286,0.044344,-0.025425,-0.068245,0.002871,0.345852,0.167966,0.040111,-0.496842,4
3147,'2023/12/10 22:52:34:338',22,0.07504,0.048047,-0.026295,-0.053376,0.024639,0.370771,0.167296,0.039458,-0.491396,4
3148,'2023/12/10 22:52:34:370',22,0.073789,0.044287,-0.01702,-0.051934,0.034046,0.396015,0.166763,0.039036,-0.485589,4
3149,'2023/12/10 22:52:34:370',22,0.078942,0.042673,-0.009277,-0.049897,0.022636,0.451573,0.166086,0.038216,-0.47704,4
3150,'2023/12/10 22:52:34:386',22,0.072595,0.039245,-0.003395,-0.070686,0.018704,0.49261,0.165488,0.037375,-0.469865,4
3151,'2023/12/10 22:52:34:401',22,0.055022,0.039439,0.022635,-0.109332,-0.008049,0.515716,0.164447,0.036234,-0.462232,4
3152,'2023/12/10 22:52:34:417',22,0.039302,0.044078,0.032482,-0.181354,-0.019386,0.529353,0.161957,0.034118,-0.451552,4
3153,'2023/12/10 22:52:34:433',22,0.032207,0.048184,0.036077,-0.225527,0.000863,0.536175,0.159145,0.032633,-0.443387,4
3154,'2023/12/10 22:52:34:448',22,0.028164,0.054264,-0.005046,-0.207444,0.055917,0.554919,0.156125,0.031737,-0.435067,4
3155,'2023/12/10 22:52:34:464',22,0.026012,0.059503,-0.031737,-0.160444,0.167746,0.558859,0.152871,0.032231,-0.423663,4
3156,'2023/12/10 22:52:34:479',22,0.020915,0.056765,-0.028404,-0.14814,0.231282,0.543039,0.150842,0.033951,-0.41528,4
3157,'2023/12/10 22:52:34:495',22,0.043057,0.048703,-0.032959,-0.148515,0.306043,0.537651,0.148908,0.03675,-0.407059,4
3158,'2023/12/10 22:52:34:511',22,0.072681,0.047788,-0.049164,-0.124454,0.398523,0.567322,0.146548,0.042133,-0.395943,4
3159,'2023/12/10 22:52:34:543',22,0.085278,0.051148,-0.057116,-0.089519,0.433809,0.599239,0.145364,0.047118,-0.387069,4
3160,'2023/12/10 22:52:34:558',22,0.080915,0.050792,-0.036985,-0.07562,0.411577,0.621666,0.144598,0.052188,-0.377886,4
3161,'2023/12/10 22:52:34:590',22,0.090191,0.050979,-0.028134,-0.055622,0.362646,0.661925,0.143959,0.05821,-0.365099,4
3162,'2023/12/10 22:52:34:590',22,0.084437,0.045259,-0.019046,-0.067255,0.311017,0.6927,0.143699,0.061777,-0.354832,4
3163,'2023/12/10 22:52:34:605',22,0.054849,0.034549,0.026834,-0.118776,0.270611,0.70973,0.142745,0.065446,-0.340674,4
3164,'2023/12/10 22:52:34:621',22,0.037118,0.029691,0.026579,-0.136234,0.309595,0.731695,0.141521,0.068216,-0.329741,4
3165,'2023/12/10 22:52:34:638',22,0.036923,0.029042,0.018216,-0.120136,0.338826,0.770839,0.140358,0.071476,-0.318332,4
3166,'2023/12/10 22:52:34:654',22,0.013586,0.020269,0.026664,-0.12959,0.347795,0.794143,0.139126,0.076198,-0.302438,4
3167,'2023/12/10 22:52:34:668',22,-0.018111,0.016738,0.054213,-0.160934,0.315999,0.779098,0.137872,0.079541,-0.290454,4
3168,'2023/12/10 22:52:34:684',22,-0.03169,0.01187,0.058318,-0.186706,0.278713,0.761269,0.136208,0.082365,-0.27869,4
3169,'2023/12/10 22:52:34:700',22,-0.049279,-0.002788,0.049497,-0.207172,0.290319,0.742175,0.133564,0.0859,-0.26329,4
3170,'2023/12/10 22:52:34:716',22,-0.066262,-0.002722,0.042516,-0.205742,0.302729,0.725532,0.131415,0.088903,-0.252018,4
3171,'2023/12/10 22:52:34:734',22,-0.075779,-0.009755,0.033605,-0.203227,0.306927,0.705078,0.129369,0.092027,-0.241036,4
3172,'2023/12/10 22:52:34:747',22,-0.091214,-0.027863,0.037903,-0.219323,0.296357,0.670135,0.126466,0.096204,-0.226892,4
3173,'2023/12/10 22:52:34:763',22,-0.10873,-0.031271,0.043423,-0.224714,0.309862,0.623856,0.124092,0.099449,-0.216885,4
3174,'2023/12/10 22:52:34:780',22,-0.123019,-0.037581,0.038942,-0.220185,0.375987,0.564671,0.12167,0.103397,-0.207657,4
3175,'2023/12/10 22:52:34:826',22,-0.140375,-0.047283,0.017151,-0.170599,0.440267,0.49603,0.118798,0.110385,-0.196787,4
3176,'2023/12/10 22:52:34:826',22,-0.119935,-0.060823,0.002814,-0.150405,0.438767,0.461369,0.117287,0.116124,-0.189388,4
3177,'2023/12/10 22:52:34:841',22,-0.114556,-0.085858,0.023999,-0.1767,0.369341,0.43843,0.11511,0.12308,-0.1801,4
3178,'2023/12/10 22:52:34:857',22,-0.113725,-0.084106,0.005162,-0.171303,0.310203,0.422829,0.113295,0.127381,-0.173326,4
3179,'2023/12/10 22:52:34:873',22,-0.142906,-0.081659,-0.032304,-0.139071,0.264053,0.368929,0.111704,0.130956,-0.167122,4
3180,'2023/12/10 22:52:34:889',22,-0.144576,-0.085554,-0.06018,-0.079291,0.20444,0.32121,0.110533,0.134926,-0.160089,4
3181,'2023/12/10 22:52:34:905',22,-0.145376,-0.093859,-0.05549,-0.056559,0.156144,0.282087,0.110145,0.137128,-0.155477,4
3182,'2023/12/10 22:52:34:921',22,-0.147045,-0.090074,-0.049833,-0.031497,0.11352,0.248052,0.110007,0.138712,-0.15145,4
3183,'2023/12/10 22:52:35:125',22,-0.146188,-0.076044,-0.067238,0.016809,0.090993,0.202348,0.110506,0.140159,-0.146911,4
3184,'2023/12/10 22:52:35:125',22,-0.153008,-0.070925,-0.06267,0.039628,0.091355,0.138969,0.111312,0.141241,-0.144445,4
3185,'2023/12/10 22:52:35:125',22,-0.149456,-0.064233,-0.067546,0.068314,0.092458,0.100927,0.112349,0.14244,-0.142787,4
3186,'2023/12/10 22:52:35:125',22,-0.140876,-0.049472,-0.074609,0.111928,0.073326,0.047483,0.114305,0.144112,-0.141592,4
3187,'2023/12/10 22:52:35:125',22,-0.133526,-0.04335,-0.076481,0.134207,0.006555,-0.018751,0.116151,0.144738,-0.141591,4
3188,'2023/12/10 22:52:35:125',22,-0.162623,-0.026468,-0.08102,0.173873,-0.056706,-0.104906,0.118217,0.144508,-0.142864,4
3189,'2023/12/10 22:52:35:125',22,-0.144659,-0.011752,-0.104381,0.286173,-0.090066,-0.170794,0.122342,0.143318,-0.146261,4
3190,'2023/12/10 22:52:35:125',22,-0.151897,-0.008575,-0.088609,0.33397,-0.092136,-0.214755,0.126574,0.142374,-0.149822,4
3191,'2023/12/10 22:52:35:125',22,-0.145782,-0.001637,-0.048376,0.306397,-0.127371,-0.276445,0.132386,0.140916,-0.155568,4
3192,'2023/12/10 22:52:35:125',22,-0.154538,0.008373,-0.037698,0.27666,-0.170135,-0.322684,0.13599,0.139365,-0.160671,4
3193,'2023/12/10 22:52:35:125',22,-0.136058,0.019789,-0.053849,0.278877,-0.229151,-0.354355,0.139396,0.137142,-0.166243,4
3194,'2023/12/10 22:52:35:125',22,-0.152467,0.037297,-0.050692,0.301839,-0.319223,-0.433297,0.144057,0.132945,-0.174833,4
3195,'2023/12/10 22:52:35:156',22,-0.171157,0.043485,-0.031003,0.311948,-0.357497,-0.517437,0.147705,0.128953,-0.182528,4
3196,'2023/12/10 22:52:35:156',22,-0.184733,0.048843,-0.019547,0.32547,-0.372471,-0.615675,0.151318,0.124835,-0.191596,4
3197,'2023/12/10 22:52:35:172',22,-0.17429,0.055507,-0.027314,0.359318,-0.346956,-0.726504,0.156471,0.119855,-0.205878,4
3198,'2023/12/10 22:52:35:188',22,-0.143913,0.047524,-0.012637,0.35715,-0.335142,-0.780512,0.160502,0.116682,-0.217849,4
3199,'2023/12/10 22:52:35:204',22,-0.130179,0.04217,0.002239,0.31986,-0.348959,-0.820717,0.164168,0.113653,-0.230488,4
3200,'2023/12/10 22:52:35:220',22,-0.087795,0.035421,0.008933,0.272329,-0.40493,-0.822136,0.168171,0.109078,-0.247572,4
3201,'2023/12/10 22:52:35:235',22,-0.064526,0.038458,-0.006754,0.256626,-0.468062,-0.814814,0.17074,0.104704,-0.260284,4
3202,'2023/12/10 22:52:35:266',22,-0.055291,0.042681,-0.014986,0.254217,-0.518535,-0.826595,0.173324,0.099484,-0.272978,4
3203,'2023/12/10 22:52:35:266',22,-0.061868,0.049332,0.005425,0.215222,-0.561442,-0.889677,0.176421,0.091724,-0.290634,4
3204,'2023/12/10 22:52:35:283',22,-0.035562,0.059671,0.012874,0.194138,-0.536365,-0.917284,0.178227,0.085962,-0.304604,4
3205,'2023/12/10 22:52:35:298',22,-0.008311,0.063632,0.002259,0.20505,-0.466049,-0.920982,0.180082,0.08095,-0.318742,4
3206,'2023/12/10 22:52:35:315',22,0.001434,0.053931,-0.001927,0.197697,-0.395671,-0.927296,0.182661,0.075998,-0.337671,4
3207,'2023/12/10 22:52:35:330',22,0.031773,0.051696,-0.005952,0.194154,-0.422685,-0.911713,0.184532,0.072533,-0.351806,4
3208,'2023/12/10 22:52:35:381',22,0.037359,0.052523,-0.007676,0.203411,-0.483035,-0.920172,0.186496,0.068448,-0.365801,4
3209,'2023/12/10 22:52:35:381',22,0.037636,0.053752,0.001579,0.197189,-0.489278,-0.933826,0.189295,0.062302,-0.384729,4
3210,'2023/12/10 22:52:35:393',22,0.042957,0.057663,0.025208,0.182713,-0.464613,-0.945337,0.191289,0.057846,-0.39915,4
3211,'2023/12/10 22:52:35:408',22,0.065406,0.060981,0.031102,0.166077,-0.365292,-0.934655,0.193783,0.053214,-0.41837,4
3212,'2023/12/10 22:52:35:424',22,0.066923,0.058371,0.04157,0.125842,-0.31372,-0.93307,0.195244,0.05098,-0.432678,4
3213,'2023/12/10 22:52:35:440',22,0.077136,0.062437,0.05435,0.088687,-0.284172,-0.935116,0.196107,0.049255,-0.446946,4
3214,'2023/12/10 22:52:35:455',22,0.092973,0.069149,0.026038,0.084479,-0.199718,-0.926968,0.196821,0.04808,-0.465891,4
3215,'2023/12/10 22:52:35:471',22,0.097361,0.071766,0.008728,0.099094,-0.110203,-0.922264,0.197529,0.048514,-0.479991,4
3216,'2023/12/10 22:52:35:487',22,0.105921,0.065708,-0.006298,0.119848,-0.040794,-0.903351,0.198494,0.050206,-0.493985,4
3217,'2023/12/10 22:52:35:503',22,0.115751,0.057822,-0.002354,0.11566,-0.000186,-0.874218,0.19996,0.053367,-0.510607,4
3218,'2023/12/10 22:52:35:519',22,0.108612,0.052509,0.009562,0.082426,0.023912,-0.864647,0.200735,0.056196,-0.522462,4
3219,'2023/12/10 22:52:35:550',22,0.111803,0.041867,0.025598,0.058152,0.037538,-0.840639,0.201024,0.059254,-0.532611,4
3220,'2023/12/10 22:52:35:550',22,0.133081,0.030034,0.005885,0.055843,0.05201,-0.739688,0.201095,0.063554,-0.547429,4
3221,'2023/12/10 22:52:35:565',22,0.154865,0.024387,-0.004907,0.062626,0.016847,-0.642321,0.201359,0.066153,-0.55795,4
3222,'2023/12/10 22:52:35:597',22,0.13147,0.013026,0.009625,0.022559,-0.023392,-0.592161,0.201412,0.068,-0.567345,4
3223,'2023/12/10 22:52:35:597',22,0.123013,0.001069,0.025485,-0.063285,-0.055315,-0.561195,0.200188,0.069485,-0.579005,4
3224,'2023/12/10 22:52:35:613',22,0.138968,0.000824,0.003511,-0.075988,-0.027513,-0.502162,0.198568,0.070388,-0.587023,4
