@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute oschook-1 numeric
@attribute oschook-2 numeric
@attribute oschook-3 numeric
@attribute oschook-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
311,'2023/11/26 22:28:55:689',17,0.94666,0.242871,0.132921,0,0.25,?
312,'2023/11/26 22:28:55:752',17,0.941935,0.255075,0.128435,0,0.25,?
313,'2023/11/26 22:28:55:830',17,0.93679,0.242333,0.127358,0,0.25,?
314,'2023/11/26 22:28:55:877',17,0.945165,0.249631,0.135972,0,0.25,?
315,'2023/11/26 22:28:55:939',17,0.943311,0.259561,0.126461,0,0.25,?
316,'2023/11/26 22:28:56:002',17,0.936551,0.240239,0.122692,0,0.25,?
317,'2023/11/26 22:28:56:048',17,0.950908,0.255075,0.1267,0,0.25,?
318,'2023/11/26 22:28:56:111',17,0.946361,0.252503,0.125384,0,0.25,?
319,'2023/11/26 22:28:56:173',17,0.94026,0.244846,0.130289,0,0.25,?
320,'2023/11/26 22:28:56:236',17,0.94026,0.244846,0.130289,0,0.25,?
321,'2023/11/26 22:29:06:608',18,0.60359,0.777428,-0.037268,0,0.75,?
322,'2023/11/26 22:29:06:671',18,0.593839,0.778565,-0.038106,0,0.75,?
323,'2023/11/26 22:29:06:733',18,0.601974,0.777727,-0.035294,0,0.75,?
324,'2023/11/26 22:29:06:796',18,0.588993,0.779582,-0.041216,0,0.75,?
325,'2023/11/26 22:29:06:858',18,0.601316,0.776531,-0.038106,0,0.75,?
326,'2023/11/26 22:29:06:921',18,0.588634,0.78006,-0.037507,0,0.75,?
327,'2023/11/26 22:29:06:968',18,0.602214,0.777966,-0.03679,0,0.75,?
328,'2023/11/26 22:29:07:030',18,0.602214,0.777966,-0.03679,0,0.75,?
329,'2023/11/26 22:29:07:093',18,0.606461,0.77665,-0.038405,0,0.75,?
330,'2023/11/26 22:29:07:155',18,0.591087,0.778146,-0.037687,0,0.75,?
331,'2023/11/26 22:29:07:218',18,0.591207,0.778026,-0.04002,0,0.75,?
332,'2023/11/26 22:29:07:280',18,0.596411,0.777428,-0.040738,0,0.75,?
333,'2023/11/26 22:29:07:342',18,0.605025,0.777488,-0.034696,0,0.75,?
334,'2023/11/26 22:29:07:389',18,0.58995,0.78006,-0.039601,0,0.75,?
335,'2023/11/26 22:29:07:452',18,0.586541,0.781017,-0.040618,0,0.75,?
336,'2023/11/26 22:29:07:514',18,0.59665,0.78018,-0.038285,0,0.75,?
337,'2023/11/26 22:29:07:577',18,0.59007,0.779881,-0.039541,0,0.75,?
338,'2023/11/26 22:29:07:639',18,0.597787,0.778684,-0.037627,0,0.75,?
339,'2023/11/26 22:29:17:168',19,0.003709,0.978784,0.040678,0,1,?
340,'2023/11/26 22:29:17:230',19,0.003111,0.979263,0.027039,0,1,?
341,'2023/11/26 22:29:17:293',19,0.003111,0.979263,0.027039,0,1,?
342,'2023/11/26 22:29:17:356',19,0.00335,0.979143,0.019382,0,1,?
343,'2023/11/26 22:29:17:418',19,0.002273,0.978126,0.029192,0,1,?
344,'2023/11/26 22:29:17:480',19,0.003529,0.979203,0.031466,0,1,?
345,'2023/11/26 22:29:17:528',19,0.00347,0.978066,0.02333,0,1,?
346,'2023/11/26 22:29:17:590',19,0.003888,0.979143,0.028834,0,1,?
347,'2023/11/26 22:29:17:653',19,0.004307,0.9801,0.034158,0,1,?
348,'2023/11/26 22:29:17:715',19,0.005683,0.979203,0.036311,0,1,?
349,'2023/11/26 22:29:17:778',19,0.005683,0.979203,0.036311,0,1,?
350,'2023/11/26 22:29:17:840',19,0.00323,0.979323,0.030927,0,1,?
351,'2023/11/26 22:29:17:903',19,0.004726,0.979622,0.031884,0,1,?
352,'2023/11/26 22:29:17:949',19,0.003051,0.978724,0.022672,0,1,?
353,'2023/11/26 22:29:18:012',19,0.002632,0.98004,0.042353,0,1,?
354,'2023/11/26 22:29:18:074',19,0.003709,0.979083,0.021176,0,1,?
355,'2023/11/26 22:29:18:137',19,0.001316,0.978425,0.031107,0,1,?
356,'2023/11/26 22:29:18:199',19,0.00317,0.978605,0.023509,0,1,?
357,'2023/11/26 22:29:18:262',19,0.003111,0.979023,0.024826,0,1,?
358,'2023/11/26 22:29:18:309',19,0.002333,0.979562,0.029731,0,1,?
359,'2023/11/26 22:29:30:978',20,0.864946,-0.004367,0.475394,0,?,0.5
360,'2023/11/26 22:29:31:040',20,0.864946,-0.004367,0.475394,0,?,0.5
361,'2023/11/26 22:29:31:087',20,0.864706,-0.003709,0.474257,0,?,0.5
362,'2023/11/26 22:29:31:149',20,0.864587,-0.003888,0.476052,0,?,0.5
363,'2023/11/26 22:29:31:212',20,0.864946,-0.004786,0.474557,0,?,0.5
364,'2023/11/26 22:29:31:274',20,0.863988,-0.003888,0.475753,0,?,0.5
365,'2023/11/26 22:29:31:337',20,0.863929,-0.00335,0.475633,0,?,0.5
366,'2023/11/26 22:29:31:399',20,0.865903,-0.004546,0.475633,0,?,0.5
367,'2023/11/26 22:29:31:462',20,0.864108,-0.00317,0.474796,0,?,0.5
368,'2023/11/26 22:29:31:509',20,0.864766,-0.004307,0.474856,0,?,0.5
369,'2023/11/26 22:29:31:571',20,0.864766,-0.004307,0.474856,0,?,0.5
370,'2023/11/26 22:29:31:634',20,0.863211,-0.004546,0.476052,0,?,0.5
371,'2023/11/26 22:29:31:696',20,0.864467,-0.003051,0.474557,0,?,0.5
372,'2023/11/26 22:29:31:759',20,0.865364,-0.00347,0.475573,0,?,0.5
373,'2023/11/26 22:29:31:821',20,0.865304,-0.00335,0.476232,0,?,0.5
374,'2023/11/26 22:29:31:867',20,0.864826,-0.00323,0.474736,0,?,0.5
375,'2023/11/26 22:29:31:931',20,0.864826,-0.00329,0.475813,0,?,0.5
376,'2023/11/26 22:29:31:993',20,0.865005,-0.003589,0.474915,0,?,0.5
377,'2023/11/26 22:29:32:055',20,0.863988,-0.003948,0.477009,0,?,0.5
378,'2023/11/26 22:29:32:118',20,0.863749,-0.003709,0.474317,0,?,0.5
379,'2023/11/26 22:29:32:180',20,0.863929,-0.00335,0.477069,0,?,0.5
380,'2023/11/26 22:29:39:678',21,0.648216,-0.00323,0.746381,0,?,0.75
381,'2023/11/26 22:29:39:741',21,0.646541,-0.00335,0.750329,0,?,0.75
382,'2023/11/26 22:29:39:788',21,0.648096,-0.003769,0.747458,0,?,0.75
383,'2023/11/26 22:29:39:851',21,0.647917,-0.002991,0.747757,0,?,0.75
384,'2023/11/26 22:29:39:913',21,0.647917,-0.002991,0.747757,0,?,0.75
385,'2023/11/26 22:29:39:975',21,0.648515,-0.003111,0.745005,0,?,0.75
386,'2023/11/26 22:29:40:038',21,0.648515,-0.004187,0.746501,0,?,0.75
387,'2023/11/26 22:29:40:100',21,0.648395,-0.004068,0.74686,0,?,0.75
388,'2023/11/26 22:29:40:162',21,0.648156,-0.004487,0.747996,0,?,0.75
389,'2023/11/26 22:29:40:210',21,0.648335,-0.003529,0.746561,0,?,0.75
390,'2023/11/26 22:29:40:272',21,0.648634,-0.00335,0.744886,0,?,0.75
391,'2023/11/26 22:29:40:335',21,0.648335,-0.00329,0.746321,0,?,0.75
392,'2023/11/26 22:29:40:397',21,0.64684,-0.004307,0.747159,0,?,0.75
393,'2023/11/26 22:29:40:459',21,0.647378,-0.002812,0.74686,0,?,0.75
394,'2023/11/26 22:29:40:522',21,0.647199,-0.003769,0.747817,0,?,0.75
395,'2023/11/26 22:29:40:569',21,0.647199,-0.003769,0.747817,0,?,0.75
396,'2023/11/26 22:29:40:632',21,0.647857,-0.00347,0.747279,0,?,0.75
397,'2023/11/26 22:29:40:694',21,0.6469,-0.00341,0.75009,0,?,0.75
398,'2023/11/26 22:29:40:756',21,0.647199,-0.004128,0.747099,0,?,0.75
399,'2023/11/26 22:29:44:771',22,0.00317,-0.005563,0.987877,0,?,1
400,'2023/11/26 22:29:44:834',22,0.002812,-0.005384,0.988954,0,?,1
401,'2023/11/26 22:29:44:896',22,0.002034,-0.004606,0.989313,0,?,1
402,'2023/11/26 22:29:44:959',22,0.002034,-0.004606,0.989313,0,?,1
403,'2023/11/26 22:29:45:021',22,0.001555,-0.005025,0.988654,0,?,1
404,'2023/11/26 22:29:45:068',22,0.002213,-0.005623,0.988056,0,?,1
405,'2023/11/26 22:29:45:130',22,0.00323,-0.004965,0.988654,0,?,1
406,'2023/11/26 22:29:45:193',22,0.002393,-0.005264,0.99021,0,?,1
407,'2023/11/26 22:29:45:255',22,0.002812,-0.005922,0.988116,0,?,1
408,'2023/11/26 22:29:45:318',22,0.002991,-0.005384,0.989013,0,?,1
409,'2023/11/26 22:29:45:380',22,0.002812,-0.004128,0.988714,0,?,1
410,'2023/11/26 22:29:45:442',22,0.002273,-0.005444,0.988774,0,?,1
411,'2023/11/26 22:29:45:489',22,0.00323,-0.004965,0.988894,0,?,1
412,'2023/11/26 22:29:45:552',22,0.002154,-0.005324,0.988116,0,?,1
413,'2023/11/26 22:29:45:615',22,0.002154,-0.005324,0.988116,0,?,1
414,'2023/11/26 22:29:45:677',22,0.001854,-0.004247,0.989911,0,?,1
415,'2023/11/26 22:29:45:739',22,0.001735,-0.004965,0.989432,0,?,1
416,'2023/11/26 22:29:45:802',22,0.002393,-0.004606,0.988834,0,?,1
417,'2023/11/26 22:29:45:849',22,0.002512,-0.005204,0.988954,0,?,1
418,'2023/11/26 22:29:57:018',23,0.956232,-0.004068,0.237488,0,?,0.25
419,'2023/11/26 22:29:57:080',23,0.955454,-0.004367,0.237129,0,?,0.25
420,'2023/11/26 22:29:57:143',23,0.955873,-0.004606,0.235992,0,?,0.25
421,'2023/11/26 22:29:57:190',23,0.957249,-0.004546,0.239342,0,?,0.25
422,'2023/11/26 22:29:57:253',23,0.955813,-0.004307,0.237847,0,?,0.25
423,'2023/11/26 22:29:57:315',23,0.955454,-0.002871,0.23659,0,?,0.25
424,'2023/11/26 22:29:57:378',23,0.957428,-0.005503,0.238684,0,?,0.25
425,'2023/11/26 22:29:57:440',23,0.955813,-0.003829,0.238026,0,?,0.25
426,'2023/11/26 22:29:57:502',23,0.954975,-0.003709,0.236531,0,?,0.25
427,'2023/11/26 22:29:57:564',23,0.954975,-0.003709,0.236531,0,?,0.25
428,'2023/11/26 22:29:57:611',23,0.956232,-0.004606,0.23671,0,?,0.25
429,'2023/11/26 22:29:57:674',23,0.95677,-0.004427,0.236889,0,?,0.25
430,'2023/11/26 22:29:57:737',23,0.955334,-0.004487,0.237368,0,?,0.25
431,'2023/11/26 22:29:57:799',23,0.956052,-0.003649,0.236231,0,?,0.25
432,'2023/11/26 22:29:57:862',23,0.955514,-0.004427,0.235214,0,?,0.25
433,'2023/11/26 22:29:57:909',23,0.956411,-0.004128,0.233719,0,?,0.25
434,'2023/11/26 22:29:57:971',23,0.95671,-0.004187,0.235454,0,?,0.25
435,'2023/11/26 22:29:58:034',23,0.957488,-0.004247,0.231506,0,?,0.25
436,'2023/11/26 22:29:58:096',23,0.957967,-0.004666,0.23342,0,?,0.25
437,'2023/11/26 22:30:05:594',24,0.938166,-0.003649,-0.295932,0,?,-0.25
438,'2023/11/26 22:30:05:657',24,0.938585,-0.003111,-0.295095,0,?,-0.25
439,'2023/11/26 22:30:05:719',24,0.939482,-0.003888,-0.294377,0,?,-0.25
440,'2023/11/26 22:30:05:781',24,0.937807,-0.001795,-0.295813,0,?,-0.25
441,'2023/11/26 22:30:05:829',24,0.937029,-0.003051,-0.295214,0,?,-0.25
442,'2023/11/26 22:30:05:891',24,0.937269,-0.00341,-0.294915,0,?,-0.25
443,'2023/11/26 22:30:05:954',24,0.937269,-0.00341,-0.294915,0,?,-0.25
444,'2023/11/26 22:30:06:016',24,0.937687,-0.002752,-0.295693,0,?,-0.25
445,'2023/11/26 22:30:06:079',24,0.939781,-0.003888,-0.292881,0,?,-0.25
446,'2023/11/26 22:30:06:141',24,0.939901,-0.00323,-0.294437,0,?,-0.25
447,'2023/11/26 22:30:06:188',24,0.937687,-0.002094,-0.295813,0,?,-0.25
448,'2023/11/26 22:30:06:251',24,0.937986,-0.00317,-0.295992,0,?,-0.25
449,'2023/11/26 22:30:06:313',24,0.938585,-0.001974,-0.296231,0,?,-0.25
450,'2023/11/26 22:30:06:375',24,0.938106,-0.002692,-0.293719,0,?,-0.25
451,'2023/11/26 22:30:06:438',24,0.937986,-0.002453,-0.294018,0,?,-0.25
452,'2023/11/26 22:30:06:500',24,0.937986,-0.002453,-0.294018,0,?,-0.25
453,'2023/11/26 22:30:06:547',24,0.937149,-0.003529,-0.294856,0,?,-0.25
454,'2023/11/26 22:30:06:610',24,0.939661,-0.002692,-0.294257,0,?,-0.25
455,'2023/11/26 22:30:06:672',24,0.938046,-0.00341,-0.295454,0,?,-0.25
456,'2023/11/26 22:30:13:280',25,0.837907,-0.002512,-0.51326,0,?,-0.5
457,'2023/11/26 22:30:13:342',25,0.839342,-0.002812,-0.51338,0,?,-0.5
458,'2023/11/26 22:30:13:389',25,0.837667,-0.002453,-0.514995,0,?,-0.5
459,'2023/11/26 22:30:13:452',25,0.841376,-0.004307,-0.512782,0,?,-0.5
460,'2023/11/26 22:30:13:514',25,0.839582,-0.003529,-0.513799,0,?,-0.5
461,'2023/11/26 22:30:13:577',25,0.837667,-0.003769,-0.515115,0,?,-0.5
462,'2023/11/26 22:30:13:639',25,0.838744,-0.004606,-0.51326,0,?,-0.5
463,'2023/11/26 22:30:13:718',25,0.838744,-0.004606,-0.51326,0,?,-0.5
464,'2023/11/26 22:30:13:748',25,0.835753,-0.002991,-0.515952,0,?,-0.5
465,'2023/11/26 22:30:13:811',25,0.840658,-0.003589,-0.51326,0,?,-0.5
466,'2023/11/26 22:30:13:874',25,0.840898,-0.00323,-0.512543,0,?,-0.5
467,'2023/11/26 22:30:13:936',25,0.838624,-0.002991,-0.515235,0,?,-0.5
468,'2023/11/26 22:30:13:998',25,0.838385,-0.003111,-0.514457,0,?,-0.5
469,'2023/11/26 22:30:14:061',25,0.839641,-0.003769,-0.512602,0,?,-0.5
470,'2023/11/26 22:30:14:108',25,0.837787,-0.00323,-0.515414,0,?,-0.5
471,'2023/11/26 22:30:14:171',25,0.839462,-0.003769,-0.514038,0,?,-0.5
472,'2023/11/26 22:30:14:233',25,0.838684,-0.00341,-0.513859,0,?,-0.5
473,'2023/11/26 22:30:14:295',25,0.838325,-0.001555,-0.514517,0,?,-0.5
474,'2023/11/26 22:30:14:358',25,0.838325,-0.001555,-0.514517,0,?,-0.5
475,'2023/11/26 22:30:14:420',25,0.837189,-0.003529,-0.514756,0,?,-0.5
476,'2023/11/26 22:30:29:233',26,0.622373,-0.002393,-0.761396,0,?,-0.75
477,'2023/11/26 22:30:29:296',26,0.62333,-0.00317,-0.761875,0,?,-0.75
478,'2023/11/26 22:30:29:358',26,0.622672,-0.002812,-0.762533,0,?,-0.75
479,'2023/11/26 22:30:29:421',26,0.622553,-0.002393,-0.763131,0,?,-0.75
480,'2023/11/26 22:30:29:467',26,0.62327,-0.002752,-0.76361,0,?,-0.75
481,'2023/11/26 22:30:29:530',26,0.622852,-0.002991,-0.764208,0,?,-0.75
482,'2023/11/26 22:30:29:592',26,0.624048,-0.002752,-0.762234,0,?,-0.75
483,'2023/11/26 22:30:29:655',26,0.62339,-0.001256,-0.762533,0,?,-0.75
484,'2023/11/26 22:30:29:717',26,0.623629,-0.002692,-0.761336,0,?,-0.75
485,'2023/11/26 22:30:29:780',26,0.622373,-0.002094,-0.762353,0,?,-0.75
486,'2023/11/26 22:30:29:842',26,0.622373,-0.002094,-0.762353,0,?,-0.75
487,'2023/11/26 22:30:29:889',26,0.624108,-0.002752,-0.760977,0,?,-0.75
488,'2023/11/26 22:30:29:952',26,0.624766,-0.002154,-0.761217,0,?,-0.75
489,'2023/11/26 22:30:30:014',26,0.622313,-0.003888,-0.76331,0,?,-0.75
490,'2023/11/26 22:30:30:077',26,0.624587,-0.002512,-0.762772,0,?,-0.75
491,'2023/11/26 22:30:30:139',26,0.624587,-0.002692,-0.762413,0,?,-0.75
492,'2023/11/26 22:30:30:202',26,0.623031,-0.002034,-0.761336,0,?,-0.75
493,'2023/11/26 22:30:30:264',26,0.625245,-0.00323,-0.760858,0,?,-0.75
494,'2023/11/26 22:30:30:311',26,0.623988,-0.002931,-0.762293,0,?,-0.75
495,'2023/11/26 22:30:30:374',26,0.623988,-0.002931,-0.762293,0,?,-0.75
496,'2023/11/26 22:30:30:436',26,0.62327,-0.00335,-0.76337,0,?,-0.75
497,'2023/11/26 22:30:30:498',26,0.623869,-0.001675,-0.762712,0,?,-0.75
498,'2023/11/26 22:30:30:561',26,0.625364,-0.00329,-0.762353,0,?,-0.75
499,'2023/11/26 22:30:30:608',26,0.626321,-0.003649,-0.760798,0,?,-0.75
500,'2023/11/26 22:30:30:670',26,0.621655,-0.002632,-0.764268,0,?,-0.75
501,'2023/11/26 22:30:36:012',27,0.002512,-0.002034,-0.988714,0,?,-1
502,'2023/11/26 22:30:36:075',27,0.00341,-0.000658,-0.987578,0,?,-1
503,'2023/11/26 22:30:36:138',27,0.002812,-0.002393,-0.988475,0,?,-1
504,'2023/11/26 22:30:36:200',27,0.004008,-0.001555,-0.988654,0,?,-1
505,'2023/11/26 22:30:36:247',27,0.003529,-0.002154,-0.989432,0,?,-1
506,'2023/11/26 22:30:36:310',27,0.00341,-0.001256,-0.987817,0,?,-1
507,'2023/11/26 22:30:36:372',27,0.00329,-0.001854,-0.987996,0,?,-1
508,'2023/11/26 22:30:36:435',27,0.00329,-0.001854,-0.987996,0,?,-1
509,'2023/11/26 22:30:36:497',27,0.004128,-0.001555,-0.989133,0,?,-1
510,'2023/11/26 22:30:36:560',27,0.003111,-0.002572,-0.988714,0,?,-1
511,'2023/11/26 22:30:36:622',27,0.00329,-0.001974,-0.989313,0,?,-1
512,'2023/11/26 22:30:36:669',27,0.003051,-0.002154,-0.988654,0,?,-1
513,'2023/11/26 22:30:36:731',27,0.002453,-0.001555,-0.988355,0,?,-1
514,'2023/11/26 22:30:36:794',27,0.003589,-0.001675,-0.988296,0,?,-1
515,'2023/11/26 22:30:36:856',27,0.003888,-0.002871,-0.987937,0,?,-1
516,'2023/11/26 22:30:36:919',27,0.001914,-0.002034,-0.987937,0,?,-1
517,'2023/11/26 22:30:36:981',27,0.001914,-0.002034,-0.987937,0,?,-1
518,'2023/11/26 22:30:37:028',27,0.002991,-0.001854,-0.988595,0,?,-1
519,'2023/11/26 22:30:37:091',27,0.003529,-0.001854,-0.988894,0,?,-1
520,'2023/11/26 22:30:37:153',27,0.001615,-0.001017,-0.988894,0,?,-1
521,'2023/11/26 22:30:37:216',27,0.003829,-0.002034,-0.988595,0,?,-1
522,'2023/11/26 22:30:37:278',27,0.00347,-0.001795,-0.989073,0,?,-1
